subj,loc,canonical_loc,source,source_tag,is_tag,is_universal,is_existing,is_alias,costume
kendo girl,winter_street,winter_street,universal,,0,1,0,0,traditional_japanese
library girl,aquarium,aquarium,universal,,0,1,0,0,school_uniform
library girl,art_gallery,art_gallery,universal,,0,1,0,0,school_uniform
library girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,school_uniform
library girl,botanical_garden,botanical_garden,universal,,0,1,0,0,school_uniform
library girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,school_uniform
library girl,commuter_transport,commuter_transport,universal,,0,1,0,0,school_uniform
library girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,school_uniform
library girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,school_uniform
library girl,illuminated_park,illuminated_park,universal,,0,1,0,0,school_uniform
library girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,school_uniform
library girl,museum_hall,museum_hall,universal,,0,1,0,0,school_uniform
library girl,picnic_park,picnic_park,universal,,0,1,0,0,school_uniform
library girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,school_uniform
library girl,school_classroom,school_classroom,tag:school,school,1,0,0,0,school_uniform
library girl,school_gym_hall,school_gym_hall,tag:school,school,1,0,0,0,school_uniform
library girl,school_library,school_library,existing,,0,0,1,1,school_uniform
library girl,school_rooftop,school_rooftop,tag:school,school,1,0,0,0,school_uniform
library girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,school_uniform
library girl,street_cafe,street_cafe,universal,,0,1,0,0,school_uniform
library girl,winter_street,winter_street,universal,,0,1,0,0,school_uniform
mori girl,aquarium,aquarium,universal,,0,1,0,0,mori_natural
mori girl,art_gallery,art_gallery,universal,,0,1,0,0,mori_natural
mori girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,mori_natural
mori girl,botanical_garden,botanical_garden,universal,,0,1,0,0,mori_natural
mori girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,mori_natural
mori girl,commuter_transport,commuter_transport,universal,,0,1,0,0,mori_natural
mori girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,mori_natural
mori girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,mori_natural
mori girl,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,mori_natural
mori girl,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,mori_natural
mori girl,illuminated_park,illuminated_park,universal,,0,1,0,0,mori_natural
mori girl,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,mori_natural
mori girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,mori_natural
mori girl,museum_hall,museum_hall,universal,,0,1,0,0,mori_natural
mori girl,picnic_park,picnic_park,existing,,0,0,1,1,mori_natural
mori girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,mori_natural
mori girl,school_library,school_library,universal,,0,1,0,0,mori_natural
mori girl,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,mori_natural
mori girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,mori_natural
mori girl,street_cafe,street_cafe,universal,,0,1,0,0,mori_natural
mori girl,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,mori_natural
mori girl,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,mori_natural
mori girl,winter_street,winter_street,universal,,0,1,0,0,mori_natural
nature wanderer,aquarium,aquarium,universal,,0,1,0,0,mori_natural
nature wanderer,art_gallery,art_gallery,universal,,0,1,0,0,mori_natural
nature wanderer,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,mori_natural
nature wanderer,botanical_garden,botanical_garden,universal,,0,1,0,0,mori_natural
nature wanderer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,mori_natural
nature wanderer,commuter_transport,commuter_transport,universal,,0,1,0,0,mori_natural
nature wanderer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,mori_natural
nature wanderer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,mori_natural
nature wanderer,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,mori_natural
nature wanderer,fantasy_forest,fantasy_forest,existing,,0,0,1,1,mori_natural
nature wanderer,illuminated_park,illuminated_park,universal,,0,1,0,0,mori_natural
nature wanderer,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,mori_natural
nature wanderer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,mori_natural
nature wanderer,museum_hall,museum_hall,universal,,0,1,0,0,mori_natural
nature wanderer,picnic_park,picnic_park,universal,,0,1,0,0,mori_natural
nature wanderer,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,mori_natural
nature wanderer,school_library,school_library,universal,,0,1,0,0,mori_natural
nature wanderer,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,mori_natural
nature wanderer,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,mori_natural
nature wanderer,street_cafe,street_cafe,universal,,0,1,0,0,mori_natural
nature wanderer,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,mori_natural
nature wanderer,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,mori_natural
nature wanderer,winter_street,winter_street,universal,,0,1,0,0,mori_natural
office worker,aquarium,aquarium,universal,,0,1,0,0,office_lady
office worker,art_gallery,art_gallery,universal,,0,1,0,0,office_lady
office worker,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,office_lady
office worker,boardroom,boardroom,tag:office,office,1,0,0,0,office_lady
office worker,botanical_garden,botanical_garden,universal,,0,1,0,0,office_lady
office worker,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,office_lady
office worker,commuter_transport,commuter_transport,universal,,0,1,0,0,office_lady
office worker,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,office_lady
office worker,cozy_living_room,cozy_living_room,universal,,0,1,0,0,office_lady
office worker,illuminated_park,illuminated_park,universal,,0,1,0,0,office_lady
office worker,messy_copy_room,messy_copy_room,tag:office,office,1,0,0,0,office_lady
office worker,messy_kitchen,messy_kitchen,universal,,0,1,0,0,office_lady
office worker,modern_office,modern_office,tag:office,office,1,0,0,0,office_lady
office worker,museum_hall,museum_hall,universal,,0,1,0,0,office_lady
office worker,office_elevator,office_elevator,existing,,0,0,1,1,office_lady
office worker,picnic_park,picnic_park,universal,,0,1,0,0,office_lady
office worker,rainy_bus_stop,rainy_alley,tag:suburban,suburban,1,0,0,1,office_lady
office worker,school_library,school_library,universal,,0,1,0,0,office_lady
office worker,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,office_lady
office worker,street_cafe,street_cafe,universal,,0,1,0,0,office_lady
office worker,surveillance_room,surveillance_room,tag:office,office,1,0,0,0,office_lady
office worker,rural_town_street,winter_street,tag:suburban,suburban,1,0,0,1,office_lady
opera singer,aquarium,aquarium,universal,,0,1,0,0,gothic_lolita
opera singer,art_gallery,art_gallery,universal,,0,1,0,0,gothic_lolita
opera singer,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gothic_lolita
opera singer,botanical_garden,botanical_garden,universal,,0,1,0,0,gothic_lolita
opera singer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gothic_lolita
opera singer,commuter_transport,commuter_transport,universal,,0,1,0,0,gothic_lolita
opera singer,concert_stage,concert_stage,tag:music,music,1,0,0,0,gothic_lolita
opera singer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gothic_lolita
opera singer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gothic_lolita
opera singer,illuminated_park,illuminated_park,universal,,0,1,0,0,gothic_lolita
opera singer,karaoke_bar,karaoke_bar,tag:music,music,1,0,0,0,gothic_lolita
opera singer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gothic_lolita
opera singer,museum_hall,museum_hall,universal,,0,1,0,0,gothic_lolita
opera singer,opera_house,opera_house,existing,,0,0,1,1,gothic_lolita
opera singer,picnic_park,picnic_park,universal,,0,1,0,0,gothic_lolita
opera singer,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,gothic_lolita
opera singer,recording_studio,recording_studio,tag:music,music,1,0,0,0,gothic_lolita
opera singer,school_library,school_library,universal,,0,1,0,0,gothic_lolita
opera singer,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,gothic_lolita
opera singer,street_cafe,street_cafe,universal,,0,1,0,0,gothic_lolita
opera singer,winter_street,winter_street,universal,,0,1,0,0,gothic_lolita
rainy day girl,aquarium,aquarium,universal,,0,1,0,0,rainy_day
rainy day girl,art_gallery,art_gallery,universal,,0,1,0,0,rainy_day
rainy day girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,rainy_day
rainy day girl,botanical_garden,botanical_garden,universal,,0,1,0,0,rainy_day
rainy day girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,rainy_day
rainy day girl,commuter_transport,commuter_transport,universal,,0,1,0,0,rainy_day
rainy day girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,rainy_day
rainy day girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,rainy_day
rainy day girl,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,rainy_day
rainy day girl,illuminated_park,illuminated_park,universal,,0,1,0,0,rainy_day
rainy day girl,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,rainy_day
rainy day girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,rainy_day
rainy day girl,museum_hall,museum_hall,universal,,0,1,0,0,rainy_day
rainy day girl,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,rainy_day
rainy day girl,picnic_park,picnic_park,universal,,0,1,0,0,rainy_day
rainy day girl,rainy_alley,rainy_alley,existing,,0,0,1,1,rainy_day
rainy day girl,school_library,school_library,universal,,0,1,0,0,rainy_day
rainy day girl,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,rainy_day
rainy day girl,street_cafe,street_cafe,universal,,0,1,0,0,rainy_day
rainy day girl,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,rainy_day
rainy day girl,winter_street,winter_street,universal,,0,1,0,0,rainy_day
recording artist,aquarium,aquarium,universal,,0,1,0,0,rock_concert
recording artist,art_gallery,art_gallery,universal,,0,1,0,0,rock_concert
recording artist,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,rock_concert
recording artist,botanical_garden,botanical_garden,universal,,0,1,0,0,rock_concert
recording artist,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,rock_concert
recording artist,commuter_transport,commuter_transport,universal,,0,1,0,0,rock_concert
recording artist,concert_stage,concert_stage,tag:music,music,1,0,0,0,rock_concert
recording artist,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,rock_concert
recording artist,cozy_living_room,cozy_living_room,universal,,0,1,0,0,rock_concert
recording artist,illuminated_park,illuminated_park,universal,,0,1,0,0,rock_concert
recording artist,karaoke_bar,karaoke_bar,tag:music,music,1,0,0,0,rock_concert
recording artist,messy_kitchen,messy_kitchen,universal,,0,1,0,0,rock_concert
recording artist,museum_hall,museum_hall,universal,,0,1,0,0,rock_concert
recording artist,opera_house,opera_house,tag:music,music,1,0,0,0,rock_concert
recording artist,picnic_park,picnic_park,universal,,0,1,0,0,rock_concert
recording artist,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,rock_concert
recording artist,recording_studio,recording_studio,existing,,0,0,1,1,rock_concert
recording artist,school_library,school_library,universal,,0,1,0,0,rock_concert
recording artist,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,rock_concert
recording artist,street_cafe,street_cafe,universal,,0,1,0,0,rock_concert
recording artist,winter_street,winter_street,universal,,0,1,0,0,rock_concert
rock singer,aquarium,aquarium,universal,,0,1,0,0,rock_concert
rock singer,art_gallery,art_gallery,universal,,0,1,0,0,rock_concert
rock singer,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,rock_concert
rock singer,botanical_garden,botanical_garden,universal,,0,1,0,0,rock_concert
rock singer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,rock_concert
rock singer,commuter_transport,commuter_transport,universal,,0,1,0,0,rock_concert
rock singer,concert_stage,concert_stage,existing,,0,0,1,1,rock_concert
rock singer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,rock_concert
rock singer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,rock_concert
rock singer,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,rock_concert
rock singer,illuminated_park,illuminated_park,universal,,0,1,0,0,rock_concert
rock singer,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,rock_concert
rock singer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,rock_concert
rock singer,museum_hall,museum_hall,universal,,0,1,0,0,rock_concert
rock singer,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,rock_concert
rock singer,opera_house,opera_house,tag:music,music,1,0,0,0,rock_concert
rock singer,picnic_park,picnic_park,universal,,0,1,0,0,rock_concert
rock singer,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,rock_concert
rock singer,recording_studio,recording_studio,tag:music,music,1,0,0,0,rock_concert
rock singer,school_library,school_library,universal,,0,1,0,0,rock_concert
rock singer,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,rock_concert
rock singer,street_cafe,street_cafe,universal,,0,1,0,0,rock_concert
rock singer,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,rock_concert
rock singer,winter_street,winter_street,universal,,0,1,0,0,rock_concert
rock star,aquarium,aquarium,universal,,0,1,0,0,rock_concert
rock star,art_gallery,art_gallery,universal,,0,1,0,0,rock_concert
rock star,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,rock_concert
rock star,botanical_garden,botanical_garden,universal,,0,1,0,0,rock_concert
rock star,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,rock_concert
rock star,commuter_transport,commuter_transport,universal,,0,1,0,0,rock_concert
rock star,concert_stage,concert_stage,tag:music,music,1,0,0,0,rock_concert
rock star,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,rock_concert
rock star,cozy_living_room,cozy_living_room,universal,,0,1,0,0,rock_concert
rock star,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,rock_concert
rock star,illuminated_park,illuminated_park,universal,,0,1,0,0,rock_concert
rock star,karaoke_bar,karaoke_bar,existing,,0,0,1,1,rock_concert
rock star,messy_kitchen,messy_kitchen,universal,,0,1,0,0,rock_concert
rock star,museum_hall,museum_hall,universal,,0,1,0,0,rock_concert
rock star,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,rock_concert
rock star,opera_house,opera_house,tag:music,music,1,0,0,0,rock_concert
rock star,picnic_park,picnic_park,universal,,0,1,0,0,rock_concert
rock star,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,rock_concert
rock star,recording_studio,recording_studio,tag:music,music,1,0,0,0,rock_concert
rock star,school_library,school_library,universal,,0,1,0,0,rock_concert
rock star,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,rock_concert
rock star,street_cafe,street_cafe,universal,,0,1,0,0,rock_concert
rock star,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,rock_concert
rock star,winter_street,winter_street,universal,,0,1,0,0,rock_concert
runner,aquarium,aquarium,universal,,0,1,0,0,gym_workout
runner,art_gallery,art_gallery,universal,,0,1,0,0,gym_workout
runner,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gym_workout
runner,botanical_garden,botanical_garden,universal,,0,1,0,0,gym_workout
runner,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gym_workout
runner,commuter_transport,commuter_transport,universal,,0,1,0,0,gym_workout
runner,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gym_workout
runner,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gym_workout
runner,fitness_gym,fitness_gym,tag:sport,sport,1,0,0,0,gym_workout
runner,illuminated_park,illuminated_park,universal,,0,1,0,0,gym_workout
runner,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gym_workout
runner,museum_hall,museum_hall,universal,,0,1,0,0,gym_workout
runner,picnic_park,picnic_park,universal,,0,1,0,0,gym_workout
runner,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,gym_workout
runner,school_library,school_library,universal,,0,1,0,0,gym_workout
runner,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,gym_workout
runner,stadium_court,stadium_court,existing,,0,0,1,1,gym_workout
runner,street_cafe,street_cafe,universal,,0,1,0,0,gym_workout
runner,winter_street,winter_street,universal,,0,1,0,0,gym_workout
runner,yoga_studio,yoga_studio,tag:sport,sport,1,0,0,0,gym_workout
secret agent,aquarium,aquarium,universal,,0,1,0,0,secret_agent
secret agent,art_gallery,art_gallery,universal,,0,1,0,0,secret_agent
secret agent,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,secret_agent
secret agent,boardroom,boardroom,tag:office,office,1,0,0,0,secret_agent
secret agent,botanical_garden,botanical_garden,universal,,0,1,0,0,secret_agent
secret agent,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,secret_agent
secret agent,commuter_transport,commuter_transport,existing,,0,0,1,1,secret_agent
secret agent,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,secret_agent
secret agent,cozy_living_room,cozy_living_room,universal,,0,1,0,0,secret_agent
secret agent,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,secret_agent
secret agent,illuminated_park,illuminated_park,universal,,0,1,0,0,secret_agent
secret agent,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,secret_agent
secret agent,messy_copy_room,messy_copy_room,tag:office,office,1,0,0,0,secret_agent
secret agent,messy_kitchen,messy_kitchen,universal,,0,1,0,0,secret_agent
secret agent,modern_office,modern_office,tag:office,office,1,0,0,0,secret_agent
secret agent,museum_hall,museum_hall,universal,,0,1,0,0,secret_agent
secret agent,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,secret_agent
secret agent,office_elevator,office_elevator,tag:office,office,1,0,0,0,secret_agent
secret agent,picnic_park,picnic_park,universal,,0,1,0,0,secret_agent
secret agent,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,secret_agent
secret agent,school_library,school_library,universal,,0,1,0,0,secret_agent
secret agent,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,secret_agent
secret agent,street_cafe,street_cafe,universal,,0,1,0,0,secret_agent
secret agent,surveillance_room,surveillance_room,tag:office,office,1,0,0,0,secret_agent
secret agent,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,secret_agent
secret agent,winter_street,winter_street,universal,,0,1,0,0,secret_agent
shrine maiden,aquarium,aquarium,universal,,0,1,0,0,traditional_japanese
shrine maiden,art_gallery,art_gallery,universal,,0,1,0,0,traditional_japanese
shrine maiden,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,traditional_japanese
shrine maiden,botanical_garden,botanical_garden,universal,,0,1,0,0,traditional_japanese
shrine maiden,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,traditional_japanese
shrine maiden,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,traditional_japanese
shrine maiden,cozy_living_room,cozy_living_room,universal,,0,1,0,0,traditional_japanese
shrine maiden,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,traditional_japanese
shrine maiden,fantasy_forest,fantasy_forest,existing,,0,0,1,1,traditional_japanese
shrine maiden,illuminated_park,illuminated_park,universal,,0,1,0,0,traditional_japanese
shrine maiden,japanese_bath,japanese_bath,tag:japanese,japanese,1,0,0,0,traditional_japanese
shrine maiden,japanese_garden,japanese_garden,tag:japanese,japanese,1,0,0,0,traditional_japanese
shrine maiden,messy_kitchen,messy_kitchen,universal,,0,1,0,0,traditional_japanese
shrine maiden,museum_hall,museum_hall,universal,,0,1,0,0,traditional_japanese
shrine maiden,picnic_park,picnic_park,universal,,0,1,0,0,traditional_japanese
shrine maiden,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,traditional_japanese
shrine maiden,school_library,school_library,universal,,0,1,0,0,traditional_japanese
shrine maiden,shinto_shrine,shinto_shrine,existing,,0,0,1,1,traditional_japanese
shrine maiden,street_cafe,street_cafe,universal,,0,1,0,0,traditional_japanese
shrine maiden,tea_room,tea_room,tag:japanese,japanese,1,0,0,0,traditional_japanese
shrine maiden,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,traditional_japanese
shrine maiden,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,traditional_japanese
shrine maiden,winter_street,winter_street,universal,,0,1,0,0,traditional_japanese
silver-haired girl,aquarium,aquarium,universal,,0,1,0,0,school_uniform
silver-haired girl,art_gallery,art_gallery,universal,,0,1,0,0,school_uniform
silver-haired girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,school_uniform
silver-haired girl,botanical_garden,botanical_garden,universal,,0,1,0,0,school_uniform
silver-haired girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,school_uniform
silver-haired girl,commuter_transport,commuter_transport,universal,,0,1,0,0,school_uniform
silver-haired girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,school_uniform
silver-haired girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,school_uniform
silver-haired girl,illuminated_park,illuminated_park,universal,,0,1,0,0,school_uniform
silver-haired girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,school_uniform
silver-haired girl,museum_hall,museum_hall,universal,,0,1,0,0,school_uniform
silver-haired girl,picnic_park,picnic_park,universal,,0,1,0,0,school_uniform
silver-haired girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,school_uniform
silver-haired girl,school_classroom,school_classroom,existing,,0,0,1,1,school_uniform
silver-haired girl,school_gym_hall,school_gym_hall,tag:school,school,1,0,0,0,school_uniform
silver-haired girl,school_library,school_library,tag:school,school,1,0,0,0,school_uniform
silver-haired girl,school_rooftop,school_rooftop,tag:school,school,1,0,0,0,school_uniform
silver-haired girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,school_uniform
silver-haired girl,street_cafe,street_cafe,universal,,0,1,0,0,school_uniform
silver-haired girl,winter_street,winter_street,universal,,0,1,0,0,school_uniform
sleepy girl,aquarium,aquarium,universal,,0,1,0,0,winter_date
sleepy girl,art_gallery,art_gallery,universal,,0,1,0,0,winter_date
sleepy girl,bedroom_boudoir,bedroom_boudoir,existing,,0,0,1,1,winter_date
sleepy girl,botanical_garden,botanical_garden,universal,,0,1,0,0,winter_date
sleepy girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,winter_date
sleepy girl,commuter_transport,commuter_transport,universal,,0,1,0,0,winter_date
sleepy girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,winter_date
sleepy girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,winter_date
sleepy girl,illuminated_park,illuminated_park,universal,,0,1,0,0,winter_date
sleepy girl,messy_kitchen,messy_kitchen,tag:domestic,domestic,1,0,0,0,winter_date
sleepy girl,museum_hall,museum_hall,universal,,0,1,0,0,winter_date
sleepy girl,picnic_park,picnic_park,universal,,0,1,0,0,winter_date
sleepy girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,winter_date
sleepy girl,school_classroom,school_classroom,tag:school,school,1,0,0,0,winter_date
sleepy girl,school_gym_hall,school_gym_hall,tag:school,school,1,0,0,0,winter_date
sleepy girl,school_library,school_library,tag:school,school,1,0,0,0,winter_date
sleepy girl,school_rooftop,school_rooftop,tag:school,school,1,0,0,0,winter_date
sleepy girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,winter_date
sleepy girl,street_cafe,street_cafe,universal,,0,1,0,0,winter_date
sleepy girl,winter_street,winter_street,universal,,0,1,0,0,winter_date
solarpunk girl,airship_deck,airship_deck,tag:scifi,scifi,1,0,0,0,beach_resort
solarpunk girl,alien_planet,alien_planet,existing,,0,0,1,1,beach_resort
solarpunk girl,aquarium,aquarium,universal,,0,1,0,0,beach_resort
solarpunk girl,art_gallery,art_gallery,universal,,0,1,0,0,beach_resort
solarpunk girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,beach_resort
solarpunk girl,botanical_garden,botanical_garden,universal,,0,1,0,0,beach_resort
solarpunk girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,beach_resort
solarpunk girl,commuter_transport,commuter_transport,universal,,0,1,0,0,beach_resort
solarpunk girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,beach_resort
solarpunk girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,beach_resort
solarpunk girl,cyber_lab,cyber_lab,tag:scifi,scifi,1,0,0,0,beach_resort
solarpunk girl,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,beach_resort
solarpunk girl,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,beach_resort
solarpunk girl,high_tech_medbay,high_tech_medbay,tag:scifi,scifi,1,0,0,0,beach_resort
solarpunk girl,illuminated_park,illuminated_park,universal,,0,1,0,0,beach_resort
solarpunk girl,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,beach_resort
solarpunk girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,beach_resort
solarpunk girl,museum_hall,museum_hall,universal,,0,1,0,0,beach_resort
solarpunk girl,neon_city_street,neon_city_street,tag:scifi,scifi,1,0,0,0,beach_resort
solarpunk girl,picnic_park,picnic_park,universal,,0,1,0,0,beach_resort
solarpunk girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,beach_resort
solarpunk girl,school_library,school_library,universal,,0,1,0,0,beach_resort
solarpunk girl,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,beach_resort
solarpunk girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,beach_resort
solarpunk girl,spaceship_bridge,spaceship_bridge,tag:scifi,scifi,1,0,0,0,beach_resort
solarpunk girl,starship_quarters,starship_quarters,tag:scifi,scifi,1,0,0,0,beach_resort
solarpunk girl,street_cafe,street_cafe,universal,,0,1,0,0,beach_resort
solarpunk girl,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,beach_resort
solarpunk girl,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,beach_resort
solarpunk girl,winter_street,winter_street,universal,,0,1,0,0,beach_resort
sorceress,alien_planet,alien_planet,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
sorceress,aquarium,aquarium,universal,,0,1,0,0,fantasy_battle
sorceress,art_gallery,art_gallery,universal,,0,1,0,0,fantasy_battle
sorceress,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,fantasy_battle
sorceress,botanical_garden,botanical_garden,universal,,0,1,0,0,fantasy_battle
sorceress,burning_battlefield,burning_battlefield,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
sorceress,castle_hall,castle_hall,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
sorceress,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,fantasy_battle
sorceress,cozy_living_room,cozy_living_room,universal,,0,1,0,0,fantasy_battle
sorceress,dragon_lair,dragon_lair,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
sorceress,dungeon_crypt,dungeon_crypt,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
sorceress,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,fantasy_battle
sorceress,fantasy_forest,fantasy_forest,existing,,0,0,1,1,fantasy_battle
sorceress,illuminated_park,illuminated_park,universal,,0,1,0,0,fantasy_battle
